"ID","Year","State","Population","IMR","IMR_Hispanic","IMR_White","IMR_Black","IMR_Native","IMR_Asian","IMR_20","IMR_20_29","IMR_30_39","IMR_40","Expenditure","Expenditure_edu","Expenditure_edu_education","Expenditure_edu_libraries","Expenditure_social","Expenditure_social_health","Expenditure_social_hospitals","Expenditure_social_insurance","Expenditure_social_veterans","Expenditure_social_welfare","Expenditure_env","Expenditure_env_housing","Expenditure_env_parks","Expenditure_env_resources","Expenditure_env_sewerage","Expenditure_env_waste","President","Governor","Legislature","Gini","Poverty"
605,2011,"UT",2763885,5.5,5,4.8,12.1,6.4,7.8,6.1,4.9,4.8,9.9,24972979,7882357,7773247,109110,4396014,516290,1000469,15027,934,2863294,1716731,364323,465140,213792,512621,160855,"D","R","R",0.41,7.8
606,2011,"VT",625741,4.9,,4.5,,,,,4.8,3.8,,6913714,2396702,2377847,18855,1680768,184762,20289,10588,650,1464479,405936,141659,50475,85620,88304,39878,"D","D","D",0.42,6.7
607,2011,"VA",8001024,6.8,5.7,4.9,12.6,,5.1,9.7,7,5.6,9.4,69361736,22962839,22718054,244785,15461044,1616145,3508711,159640,7570,10168978,4304549,999991,935304,245959,1495223,628072,"D","D","S",0.456,6.8
608,2011,"WA",6724540,4.6,4.3,4.4,8,9.6,4.1,6.9,4.7,4.3,6.7,75428147,19154919,18785682,369237,16193252,2623223,4446435,259393,12505,8851696,6326723,1546020,1019305,1054231,2069103,638064,"D","D","D",0.443,8
609,2011,"WV",1852994,6.6,,7.1,9.8,,,8.5,7.5,5.2,,16383046,5639906,5595864,44042,3983394,319122,383373,31027,12367,3237505,843269,150718,176262,187171,250394,78724,"D","D","D",0.447,12.7
610,2011,"WI",5686986,6.2,5.1,5,13.4,7.3,5.3,9.1,6.1,4.9,8,56892801,17623356,17350331,273025,13258408,1808586,1187957,114402,14194,10133269,3141668,348246,596851,838775,1007461,350335,"D","R","D",0.424,7.3
611,2011,"WY",563626,6.6,6,6.1,,,,10.2,6.2,5.6,,8670778,2530411,2495867,34544,2019343,342930,875881,36975,0,763557,677425,27438,136549,347514,80903,85021,"D","R","R",0.413,6.3
612,2011,"DC",601723,7.4,4.6,3,11.2,,,4.9,9.6,6.4,8,13934011,2420028,2342304,77724,3496464,395480,226085,41146,0,2833753,1444887,659416,240673,42552,404269,97977,"D",,,0.537,16.3
613,2012,"AL",4779736,8.9,5,6.9,12.9,,4,11.3,8.4,8,8.3,41709817,12700427,12612264,88163,11854497,919554,4540645,107005,6324,6280969,1787216,508469,393485,261215,361698,262349,"D","R","R",0.472,12.6
614,2012,"AK",710231,5.1,4.8,3.6,,8.3,3.7,5.4,5.1,4.6,,14680063,3340918,3302744,38174,2628886,247752,383183,43920,4544,1949487,963331,328699,119640,324468,91040,99484,"D","R","S",0.417,8.2
615,2012,"AZ",6392017,5.8,5.6,4.7,11,8.5,5.2,7.8,5.7,4.8,9.1,51160031,13681493,13521608,159885,11914702,2151230,1534113,96683,10038,8122638,2967237,580062,610992,510258,903421,362504,"D","R","R",0.454,10.1
616,2012,"AR",2915918,7.1,6.2,6.7,10.9,,6.3,8.7,7.4,6.9,7.8,24310031,8369012,8274737,94275,6747097,336690,1123283,94910,4858,5187356,1176294,217199,202237,262338,276508,218012,"D","D","D",0.46,13.1
617,2012,"CA",37253956,4.5,4.6,3.9,9.3,6,3.5,6.6,4.7,4.1,6.5,449504586,107089553,105703122,1386431,96978877,13174662,22859578,504340,8516,60431781,29850553,8882150,5364530,5326757,6320673,3956443,"D","D","D",0.466,9.7
618,2012,"CO",5029196,4.6,5.9,4.2,9.6,,5.6,8.7,5.3,4.1,6,49734672,13483848,13232232,251616,9246809,1224669,2398685,67999,1583,5553873,3416549,791440,1232494,420670,865198,106747,"D","D","S",0.45,8.4
619,2012,"CT",3574097,5.3,6.1,3.7,10.2,,2.5,9.4,5.4,4.3,5.5,41115973,12089867,11930274,159593,8648223,802315,1275893,100036,2843,6467136,2350209,877097,283859,190133,606540,392580,"D","D","D",0.48,5.9
620,2012,"DE",897934,7.6,5.1,5.6,12.8,,,8.7,7.9,7,,10498715,3389830,3338839,50991,2370831,445746,49911,18424,0,1856750,602458,165141,63669,97708,199638,76302,"D","D","D",0.434,7.6
621,2012,"FL",18801310,6.1,4.6,5,10.8,,3.6,8.1,6.6,5.2,8.4,157523481,38018078,37411432,606646,36573161,4928375,8451032,280865,6990,22905899,14623383,2742972,2845581,3461853,3187573,2385404,"D","R","R",0.467,9
622,2012,"GA",9687653,6.2,4.7,5.1,10,,3.8,8.6,6.8,5.9,8.7,78284431,25446651,25276502,170149,17313668,2010651,4787409,52720,37278,10425610,4570547,1332817,825500,478256,1310926,623048,"D","R","R",0.461,11.1
623,2012,"HI",1360301,4.8,6,4.4,12.4,,5.4,11.4,5.5,4.7,4.9,14771270,3539207,3502973,36234,3288709,507375,753463,6130,237,2021504,1132340,205624,265452,94785,267618,298861,"D","D","D",0.438,7.1
624,2012,"ID",1567582,5.4,6.7,5,,9.9,,9.6,5.2,4.5,10.2,11360520,3097453,3036908,60545,2855358,222732,538798,40101,0,2053727,842220,130501,130952,249484,194226,137057,"D","R","R",0.421,9.3
625,2012,"IL",12830632,6.5,5.3,4.8,12.9,,4.7,9.9,6.6,5.3,7.3,128745457,36152658,35373197,779461,22315593,3137205,2887411,124772,14155,16152050,8038065,2163785,2656527,641872,2061720,514161,"D","D","D",0.462,9.1
626,2012,"IN",6483802,6.7,6.1,6.5,12.9,,5.3,10.4,7.1,6.3,10,52483953,17356953,16912926,444027,13106681,891467,3496922,122327,1215,8594750,3658381,1110697,704238,363488,1208374,271584,"D","R","R",0.432,9
627,2012,"IA",3046355,5.3,2.7,4.6,10.7,,5.2,7.1,5,4,4.7,31803880,9930823,9802600,128223,8814944,600240,3105406,48177,11169,5049952,2159525,248748,361047,587845,688817,273068,"D","R","S",0.424,7.3
628,2012,"KS",2853118,6.3,6.8,5.5,14.2,,4.1,7.9,6.8,5.1,6.9,26565586,8534362,8428292,106070,6403753,652329,2239167,21121,6240,3484896,1356208,273677,308074,292056,334232,148169,"D","R","R",0.441,8.6
629,2012,"KY",4339367,7.2,6.8,6.4,9.8,,3.7,9.4,6.5,5.9,8.4,39581545,11788080,11631762,156318,9895621,990552,1628575,91009,0,7185485,2072668,449460,278492,357692,772696,214328,"D","D","S",0.46,13.1
630,2012,"LA",4533372,8.1,4.8,6.2,12,10.1,6.1,11.1,8.1,7.7,10.6,48080756,13022453,12804158,218295,11655818,759566,4500521,115619,5977,6274135,4455713,1501763,759401,945921,892431,356197,"D","R","R",0.475,14.4
631,2012,"ME",1328361,7,,6.8,9.8,,,9.7,7.1,6.2,,12521067,3395818,3351585,44233,3711401,537492,215739,20916,227,2937027,952673,340103,131332,170588,193160,117490,"D","R","R",0.428,8.7
632,2012,"MD",5773552,6.4,5.2,4.1,11.1,,4.4,10.4,6.8,5.8,7.6,61748998,18793344,18605783,187561,12387290,1749810,485500,72076,2401,10077503,4533954,1392528,846837,519931,1133433,641225,"D","D","D",0.433,5.3
633,2012,"MA",6547629,4.2,5.5,3.4,6.9,,3.2,8.3,4.5,3.5,5.1,79675491,20782351,20499529,282822,17892796,1233257,1530277,69336,74641,14985285,5206639,2936705,399889,315416,1141572,413057,"D","D","D",0.461,7
634,2012,"MI",9883640,6.9,6,5.3,13.1,8.3,4.3,10.4,7,5.7,9.6,88733197,29074006,28694568,379438,21461605,4390171,3723256,195151,0,13153027,4922798,1344974,781611,376486,1965156,454571,"D","R","R",0.444,9.6
635,2012,"MN",5303925,5,5.4,4.3,8.8,11.2,4.4,8.3,5.2,4.2,7.8,56582046,15680975,15437579,243396,16385204,961542,2164951,83737,35773,13139201,3732351,923670,993378,702773,773433,339097,"D","D","R",0.43,6.5
636,2012,"MS",2967297,8.9,6.4,6.8,12.4,14.5,8,12.5,9,8.1,11.3,27759308,7513433,7444542,68891,9043517,462055,3407466,82955,8017,5083024,1465896,326461,255144,302677,399364,182250,"D","R","R",0.471,16.8
637,2012,"MO",5988927,6.6,6.1,5.4,12.2,,4.1,8.8,6.8,5.4,7.3,51316989,14515514,14277471,238043,13535521,1894544,3269081,33845,4329,8333722,2720973,655581,630646,400871,870239,163636,"D","D","R",0.449,10
638,2012,"MT",989415,5.9,,5.2,,10.2,,8.9,5.5,5.7,,9377327,2608391,2578012,30379,1837650,271876,160385,24498,1945,1378946,670520,113499,73018,287446,117093,79464,"D","D","R",0.426,8.6
639,2012,"NE",1826341,4.7,5.7,4.5,9.9,12.2,5,8.2,4.9,4.7,9,20064850,5998065,5939981,58084,3774679,446023,946731,44681,2141,2335103,1089849,193804,222790,357450,227105,88700,"D","R","R",0.43,7.8
640,2012,"NV",2700551,4.9,4.4,5.1,9.5,9.5,3.8,8.2,4.9,5.1,7,22924818,5507774,5405587,102187,3930045,363179,1020247,83467,2504,2460648,1720712,296933,608693,346705,383531,84850,"D","R","D",0.434,7.6
641,2012,"NH",1316470,4.2,6.9,4.4,17.2,,,,4.7,4.4,11.1,11372732,3890178,3839930,50248,2096551,120828,45336,37989,427,1891971,619946,212492,81719,69281,140688,115766,"D","D","R",0.417,4.9
642,2012,"NJ",8791894,4.4,4.4,3.2,10.3,,3.6,7.1,4.8,4.2,6.3,101863137,31975343,31513662,461681,19174473,1579421,2469488,180444,12126,14932994,5348377,1366797,870776,624981,1484212,1001611,"D","R","D",0.458,6.4
643,2012,"NM",2059179,6.8,6.1,5.2,9.3,6.1,,6.6,5.5,6.4,6.9,21116739,6331165,6289665,41500,5742120,545046,1139660,10665,2829,4043920,1172443,189912,336887,281776,174789,189079,"D","R","D",0.457,13.8
644,2012,"NY",19378102,5,5,4,8.9,10.2,3.3,8.4,5.2,4.3,5.9,300840857,72551476,71491470,1060006,73608302,6682938,15584455,380178,13605,50947126,16638655,5913884,2662679,719085,4312678,3030329,"D","D","S",0.495,10.9
645,2012,"NC",9535483,7.4,5.6,5.4,12.6,11.4,3.9,9,7.6,5.9,11.6,84114946,23920295,23692277,228018,24606526,3249186,8474466,182999,19031,12680844,5333634,1448867,919956,765744,1406039,793028,"D","D","R",0.458,10.7
646,2012,"ND",672591,6.3,,5.5,,13.9,,13.6,5.7,6,,7980816,2367086,2353171,13915,1185975,166171,52711,8160,2912,956021,780102,85518,184168,384125,72994,53297,"D","R","R",0.434,7
647,2012,"OH",11536504,7.5,6.9,6.3,13.6,14.8,3.9,11.3,7.7,6.4,10.8,112828596,33071779,32618869,452910,28505328,3801853,4362019,335527,12720,19993209,6455443,2340714,1156797,434839,2038553,484540,"D","R","R",0.449,9.8
648,2012,"OK",3751351,7.5,6.5,6.5,12.5,6.9,7.6,9,7,6.4,12.8,31303244,9540839,9446044,94795,8143423,1027824,1250392,76560,5215,5783432,1669977,479116,410906,249098,334805,196052,"D","R","R",0.46,12.8
649,2012,"OR",3831074,5.3,4.7,4.7,8.3,11.5,4.1,6.3,4.9,4.4,9.6,39968682,10526397,10339452,186945,9119007,1373951,1886344,66263,8890,5783559,2768905,637180,555611,543262,905579,127273,"D","D","S",0.444,9.2
650,2012,"PA",12702379,7,7,5.2,12.7,,4,9.1,7.3,5.4,9.8,129813371,35569879,35361676,208203,32750623,4977945,3071518,115653,3439,24582068,7225495,2083001,938779,754964,2592751,856000,"D","R","R",0.455,8.2
651,2012,"RI",1052567,6.5,7.2,5,9.4,,7.6,7.9,6.3,6.3,,11455581,3178927,3141984,36943,2525961,175462,69926,25077,930,2254566,579794,222531,71616,66021,128655,90971,"D","I","D",0.442,7.8
652,2012,"SC",4625364,7.5,5,5.3,11.5,,3.4,9.3,7.3,6.5,7.2,41499933,12270008,12134320,135688,12279476,1140766,5195685,75063,0,5867962,2059679,502350,458816,217334,567829,313350,"D","R","R",0.462,11.9
653,2012,"SD",814180,8.3,,5.7,13.5,11.6,,9.9,7.1,5.9,,6931604,2026468,2000793,25675,1245592,203402,75594,22184,1289,943123,599478,107194,156933,170799,117707,46845,"D","R","R",0.439,8.4
654,2012,"TN",6346105,7.2,5.3,6.1,11.7,,3.7,9.4,7.5,5.7,7.1,55804001,13897752,13782961,114791,14675074,1276732,3088884,99326,4847,10205285,2942258,994997,474930,369256,745580,357495,"D","R","R",0.468,12.4
655,2012,"TX",25145561,5.8,5.3,5.1,10.7,4.2,3.8,7.4,5.6,5.3,8.5,218722578,70926514,70407383,519131,49563219,4612870,13482488,226332,443539,30797990,10774672,2192953,2146622,1734227,3421674,1279196,"D","R","R",0.474,13.3
656,2012,"UT",2763885,4.8,5.1,4.8,12.9,7,7.1,7.9,5.1,4.7,9.7,25594089,8337587,8206945,130642,4634395,480772,1113414,14356,989,3024864,1688274,373162,515350,201500,436935,161327,"D","R","R",0.41,7.8
657,2012,"VT",625741,4.3,,4.4,,,,,4.8,3.9,,6944978,2395843,2375413,20430,1723773,193428,16302,13159,645,1500239,410448,140400,50826,89319,89003,40900,"D","D","D",0.42,6.7
658,2012,"VA",8001024,6.5,5.8,4.8,11.7,,5,9.6,6.9,5.4,8.1,71257781,23821957,23520184,301773,15551416,1650334,3662300,150747,7581,10080454,4271392,1014768,932784,289498,1396903,637439,"D","D","S",0.456,6.8
659,2012,"WA",6724540,5.3,4.2,4.4,8.7,9.3,4.3,7.5,4.9,4.1,6.8,75067623,19666107,19283650,382457,15843898,2555516,4519899,225817,12729,8529937,5860158,1261625,1028188,997532,1890913,681900,"D","D","D",0.443,8
660,2012,"WV",1852994,7.2,,7,12,,,10.5,6.8,6.1,12.1,16499245,5563389,5520673,42716,4027149,360784,372039,30530,16408,3247388,893485,158838,182925,200149,274033,77540,"D","D","D",0.447,12.7
661,2012,"WI",5686986,5.7,5.2,5,14,7.7,6.8,10,6.2,5.1,7.3,55787185,17276659,16990490,286169,13132994,1786992,1300509,107477,13935,9924081,3003392,344398,605512,732966,945829,374687,"D","R","R",0.424,7.3
662,2012,"WY",563626,5.5,4.5,5.7,,,,6.7,6.1,4.6,,8747866,2549291,2519521,29770,2115508,329329,969453,33991,0,782735,714882,20732,155042,382600,75694,80814,"D","R","R",0.413,6.3
663,2012,"DC",601723,7.9,5.5,2,11.1,,,6.4,10.4,4.8,7.6,13815041,2437153,2371654,65499,3589200,444072,230300,50825,0,2864003,1393412,547178,203455,44753,492749,105277,"D",,,0.537,16.3
