"ID","Year","State","Population","IMR","IMR_Hispanic","IMR_White","IMR_Black","IMR_Native","IMR_Asian","IMR_20","IMR_20_29","IMR_30_39","IMR_40","Expenditure","Expenditure_edu","Expenditure_edu_education","Expenditure_edu_libraries","Expenditure_social","Expenditure_social_health","Expenditure_social_hospitals","Expenditure_social_insurance","Expenditure_social_veterans","Expenditure_social_welfare","Expenditure_env","Expenditure_env_housing","Expenditure_env_parks","Expenditure_env_resources","Expenditure_env_sewerage","Expenditure_env_waste","President","Governor","Legislature","Gini","Poverty"
255,2004,"DC",572059,12.2,7.2,3.4,17.2,,,18.3,13.1,9.5,12.5,8441919,1364285,1336295,27990,2312338,458478,162560,5498,0,1685802,726565,311714,84397,0,296056,34398,"R",,,0.537,16.3
256,2005,"AL",4447100,9.5,7.4,7,13.8,18.3,2.5,11.6,8.9,8,12.9,31752413,9880020,9795988,84032,9236562,778850,3945086,99732,6833,4406061,1885318,438805,459859,235711,489676,261267,"R","R","D",0.472,12.6
257,2005,"AK",626932,5.9,4.6,5,12.3,9.5,6.9,10.6,6.5,5,7.8,10026883,2386336,2361342,24994,1724576,175680,119751,41029,5898,1382218,769161,230287,74763,311441,80371,72299,"R","R","R",0.417,8.2
258,2005,"AZ",5130632,6.8,6.7,6.1,12.3,7.5,5.3,8.8,6.6,5.6,9.3,39457745,11025800,10878202,147598,8220944,1437531,812926,55072,3827,5911588,2782216,397802,875351,583977,548067,377019,"R","D","R",0.454,10.1
259,2005,"AR",2673400,7.8,6.3,7,14,8.4,5.3,10.7,8.4,6.1,9.8,16681802,5920802,5857554,63248,4241226,239575,761013,48902,1358,3190378,936901,170846,154250,214926,205741,191138,"R","R","D",0.46,13.1
260,2005,"CA",33871648,5.3,4.9,4.7,11.4,7.4,4.1,7.1,5,4.7,6.9,342546160,89892177,88631217,1260960,70208425,10779882,14714864,351766,3109,44358804,25437841,7958635,4848701,4557602,4699838,3373065,"R","R","D",0.466,9.7
261,2005,"CO",4301261,6.4,7,5.2,14,5,5.2,9.3,6.1,5.4,5.6,35062805,10312064,10116172,195892,5665594,991215,1392618,48237,1054,3232470,2654981,625180,1025341,316217,600647,87596,"R","R","D",0.45,8.4
262,2005,"CT",3405565,5.9,7.8,4,13.4,,3.2,9.8,6.4,4.9,4,29631074,9289047,9126144,162903,6177539,624916,1126200,82827,29,4343567,1730630,637221,283370,90791,355597,363651,"R","R","D",0.48,5.9
263,2005,"DE",783600,9,5.5,6.3,15,,7.7,11.8,9.4,6.5,5.9,7595278,2456213,2432263,23950,1505519,310998,57976,14046,0,1122499,531636,118890,85269,101155,155580,70742,"R","D","S",0.434,7.6
264,2005,"FL",15982378,7.2,5.1,5.9,12.8,3.5,5.2,10.7,7.2,5.8,9.5,130860382,32605449,32042662,562787,27047488,3713536,5597024,96807,6192,17633929,11204939,1537297,2319641,2830916,2290768,2226317,"R","R","R",0.467,9
265,2005,"GA",8186453,8.1,5.1,6.1,12.9,,5.8,11.4,8.3,6.7,9.2,60729726,20068999,19915890,153109,13960778,1488828,3490253,124737,33571,8823389,3718965,868939,740613,498383,1081563,529467,"R","R","R",0.461,11.1
266,2005,"HI",1211537,6.6,6.1,3.7,21.1,,6.3,12.1,5.5,5.5,5.5,10533933,2678623,2648452,30171,2319663,457027,377934,43256,1789,1439657,878174,166368,225260,118334,198820,169392,"R","R","D",0.438,7.1
267,2005,"ID",1293953,6,7.3,6,,11,7.3,9.7,5.8,6.3,7.4,8914976,2817713,2778674,39039,2225883,194300,590163,36195,0,1405225,609006,45050,104580,230428,133483,95465,"R","R","R",0.421,9.3
268,2005,"IL",12419293,7.4,6.2,5.9,14.4,10.5,5.1,11.1,7.4,6.4,7.6,97723392,29211904,28578143,633761,18625020,3036854,2291810,139864,8214,13148278,6584883,1929632,2395701,548039,1227582,483929,"R","D","D",0.462,9.1
269,2005,"IN",6080485,8,6.7,7,16.1,,4.1,11.5,7.8,6.8,8.9,42164428,15004909,14615774,389135,9863164,760700,2845177,140505,959,6115823,2767310,764806,417803,325307,1035992,223402,"R","R","R",0.432,9
270,2005,"IA",2926324,5.4,5,5,8.2,9.5,8.9,7.4,5.3,4.2,8.5,21486468,7392814,7259124,133690,5492232,386931,1835827,31726,1539,3236209,1149592,157678,341712,257700,230911,161591,"R","D","S",0.424,7.3
271,2005,"KS",2688418,7.4,6.5,6.8,14.4,11.9,6.6,10.3,7.3,6.2,8.6,18948149,6230586,6150372,80214,4000130,382231,800811,47266,5153,2764669,1107121,230491,232471,247581,276102,120476,"R","D","R",0.441,8.6
272,2005,"KY",4041769,6.7,7.3,6.5,12.5,,5.8,9.4,7,5.7,11,27308152,8682154,8593947,88207,7120356,558581,1087810,54602,0,5419363,1486877,357382,234330,376833,325711,192621,"R","R","S",0.46,13.1
273,2005,"LA",4468976,9.8,5.7,7,14.7,11.4,6.6,13.8,9.7,8.4,13.4,32577607,9117678,8981368,136310,8436852,694511,3154519,87016,8847,4491959,2393050,515312,501809,593186,480811,301932,"R","D","D",0.475,14.4
274,2005,"ME",1274923,6.9,,6.2,7.8,,7.4,9,5.8,6.1,11.1,10206579,2896586,2865681,30905,2990520,511065,113666,31897,331,2333561,685197,213563,59874,160762,131772,119226,"R","D","D",0.428,8.7
275,2005,"MD",5296486,7.3,5.3,5.5,12.9,,4.6,9.9,8.3,6.9,9.6,41373428,13717991,13532953,185038,7900783,1377287,512145,48401,4260,5958690,3153087,968965,663147,466166,564308,490501,"R","R","D",0.433,5.3
276,2005,"MA",6349097,5.1,6.4,4,10.3,10.2,3.5,9.7,5.3,3.9,6.2,57862269,15326093,15091573,234520,12424184,995302,1238786,52279,32083,10105734,3344898,1497333,305271,251623,881390,409281,"R","R","D",0.461,7
277,2005,"MI",9938444,7.9,7.3,5.7,15.7,7.1,4.7,11,7.6,6.4,11.4,76063447,27499382,27160939,338443,16552499,3475471,2836604,177851,0,10062573,4397074,888776,951211,436240,1650416,470431,"R","D","R",0.444,9.6
278,2005,"MN",4919479,5.1,4.3,4.4,9.6,10.3,4.1,7.4,5,4.3,6.9,42935605,12380750,12229873,150877,11486331,879594,1407137,72831,11554,9115215,2975426,752848,852009,538513,516816,315240,"R","R","S",0.43,6.5
279,2005,"MS",2844658,11.5,5.8,6.8,15.4,16.6,4.7,13.8,10.4,9.1,8.4,20041319,5909283,5860381,48902,6638758,355384,2126661,81290,3591,4071832,928678,221421,179735,251806,142738,132978,"R","R","D",0.471,16.8
280,2005,"MO",5595211,7.5,6.3,6.5,13.8,,5.4,10.2,7.5,6.2,11.1,37186119,11562299,11279161,283138,9601237,1016541,2196997,39321,0,6348378,2098584,569554,457965,302684,627573,140808,"R","R","R",0.449,10
281,2005,"MT",902195,7.3,13.7,5,,9.6,,11.7,5.5,4.7,7.5,6411523,2011972,1988139,23833,1226938,317680,89258,13983,1540,804477,548670,105797,68020,236660,80173,58020,"R","D","S",0.426,8.6
282,2005,"NE",1711263,5.7,5.9,5.2,12.2,7.9,6.2,9.7,5.4,5.6,10.2,14332451,4166068,4135829,30239,2910988,266208,565548,55512,1517,2022203,844662,161722,193917,248090,163615,77318,"R","R","R",0.43,7.8
283,2005,"NV",1998257,5.7,5.1,5.5,14.4,6,5.4,9.3,6,5.3,6.7,17404534,4591342,4485331,106011,2761080,347916,723383,50993,1403,1637385,1401190,248789,618546,263892,238654,31309,"R","R","S",0.434,7.6
284,2005,"NH",1235786,5.3,9.1,5.3,15.3,,3.9,10.2,5.9,4.7,5.6,8679489,2924335,2894134,30201,1830032,127998,52642,25308,358,1623726,534741,215805,81425,67115,75712,94684,"R","D","R",0.417,4.9
285,2005,"NJ",8414350,5.2,5.1,3.7,11.8,,4.7,9.4,5.9,4.4,5.9,78521937,26987883,26598534,389349,14397828,1415062,1699297,64511,10677,11208281,4590388,1050605,959763,290225,1168855,1120940,"R","D","D",0.458,6.4
286,2005,"NM",1819046,6.2,5.4,6.8,9.9,7.5,3.7,7.6,6.1,5.1,7.5,15427115,4915619,4879448,36171,4048187,369639,672081,17882,737,2987848,1071354,231912,292664,256780,141448,148550,"R","D","D",0.457,13.8
287,2005,"NY",18976457,5.8,5.3,4.6,11.5,8.1,3.8,9.4,5.9,5.1,7.4,226866797,54789694,53848722,940972,58064995,4838066,10262176,313529,8876,42642348,12634459,4372497,2123635,469590,3177113,2491624,"R","R","S",0.495,10.9
288,2005,"NC",8049313,8.8,6.2,6.4,15.7,10.8,6.2,11.7,8.6,7.2,11.1,60080384,18858672,18652224,206448,16183183,2969499,4030437,162154,3734,9017359,3595827,777574,780158,541927,840097,656071,"R","D","D",0.458,10.7
289,2005,"ND",642200,6,,5.4,,10,,9.8,5.4,5.5,12.8,4794370,1609958,1599781,10177,818627,76608,21919,5397,321,714382,416718,57331,95626,194829,34000,34932,"R","R","R",0.434,7
290,2005,"OH",11353140,8.2,5.6,6.4,15.9,,3.9,11.8,7.9,6.3,9.4,91972028,27958709,27508583,450126,22598754,3781187,3250571,262220,1386,15303390,5875591,1739751,958010,430688,2255779,491363,"R","R","R",0.449,9.8
291,2005,"OK",3450654,8,5.4,7.7,13,8.5,5.9,10.6,7.8,6.5,13.2,22043622,7637597,7556741,80856,5105617,520670,776198,43908,0,3764841,1160722,244158,258278,222358,297279,138649,"R","D","S",0.46,12.8
292,2005,"OR",3421399,6,5.4,5.5,9.6,8.9,5.1,7.8,5.4,5.1,9,29084143,8022781,7880059,142722,5791355,869012,1019755,74891,21500,3806197,2136265,474256,465113,413759,636092,147045,"R","D","S",0.444,9.2
293,2005,"PA",12281054,7.3,7.7,5.8,13.8,13.6,4.4,11.8,7.7,5.8,8.6,101484001,30423413,30202518,220895,26235668,3647236,2012795,152923,2161,20420553,5503207,1891980,726940,585327,1596653,702307,"R","D","R",0.455,8.2
294,2005,"RI",1048319,6.5,8,3.9,11.5,,5,9.7,5.4,6.1,,9226429,2553479,2515688,37791,2351425,157290,108080,6454,50,2079551,560216,210416,59638,46123,122096,121943,"R","R","D",0.442,7.8
295,2005,"SC",4012012,9.5,7.4,6.3,14.3,9.2,5.4,12.9,8.9,7.1,13.3,33012338,9852329,9766529,85800,9667133,978553,3442177,72057,0,5174346,1441717,354018,267241,244609,293457,282392,"R","R","R",0.462,11.9
296,2005,"SD",754844,7,4.2,6.2,10.1,12.7,,8.6,7.9,5.5,7.9,4973020,1540251,1519604,20647,979431,123244,88286,20185,2776,744940,398798,84294,103392,125686,50612,34814,"R","R","R",0.439,8.4
297,2005,"TN",5689283,8.8,6.5,6.9,15.9,,7.3,12.4,8.5,7.3,8.9,42800484,10451377,10345989,105388,12611431,1258238,2611341,101249,3150,8637453,2092122,559380,500289,239767,420864,371822,"R","D","S",0.468,12.4
298,2005,"TX",20851820,6.5,5.5,5.8,12.1,5.3,4.2,7.9,6.2,5.8,9.4,151960250,53191695,52825130,366565,31520199,2346220,8576413,284775,925320,19387471,7832154,1595015,1511803,1423055,2275073,1027208,"R","R","R",0.474,13.3
299,2005,"UT",2233169,4.5,5.3,4.7,10.1,4.8,7.7,8.3,4.4,5.1,11.1,17247138,5600251,5523284,76967,3207056,422398,698959,25312,0,2060387,1254164,253934,346133,213957,299892,140248,"R","R","R",0.41,7.8
300,2005,"VT",608827,6.5,,5.6,,,,11.8,4.3,5.1,17.1,5172243,1920028,1904780,15248,1272907,132757,883,16072,374,1122821,338194,123243,34911,77312,67685,35043,"R","R","D",0.42,6.7
301,2005,"VA",7078515,7.5,5.3,5.7,13.8,11.8,4,12,7.5,5.9,7.8,51529114,17865667,17584863,280804,10995637,1639214,2445595,162481,16781,6731566,3557742,858036,860889,238475,964594,635748,"R","D","R",0.456,6.8
302,2005,"WA",5894121,5.1,4.8,4.5,8.2,10.1,4.1,9,4.8,4.4,7.4,55800229,14848915,14523872,325043,11834309,2030250,2908607,132029,5455,6757968,4288325,1108546,820920,783254,1055019,520586,"R","D","D",0.443,8
303,2005,"WV",1808344,8.2,9.2,7.3,15.1,,,9.9,7.5,6.7,8.2,12109660,3952495,3918708,33787,2971680,311567,284873,25395,9597,2340248,731453,140011,158616,165239,207784,59803,"R","D","D",0.447,12.7
304,2005,"WI",5363675,6.5,5.7,5,16.9,8.1,5.7,10.8,6.3,5.3,5.3,43146484,14038148,13804891,233257,9505375,1350229,1030148,91580,31031,7002387,2909481,440748,611017,693029,780509,384178,"R","D","R",0.424,7.3
305,2005,"WY",493782,6.6,6.2,7.3,,10,,10.5,7,6.6,,5619395,1603560,1573368,30192,1412865,235668,591883,31092,0,554222,413412,15703,100350,199891,45438,52030,"R","D","R",0.413,6.3
306,2005,"DC",572059,13.7,4.7,3.2,18.5,,,16.2,14.2,9.5,13.6,8946894,1524169,1493103,31066,2406849,481877,158361,5198,0,1761413,1054784,435553,137744,980,257085,223422,"R",,,0.537,16.3
307,2006,"AL",4447100,9,6.6,7.6,14.1,,3.9,12.5,9.3,8.1,11.1,33777872,10915700,10831988,83712,9297529,905912,3793083,92333,7048,4499153,2076624,443703,467177,296954,581583,287207,"R","R","D",0.472,12.6
308,2006,"AK",626932,7,6,4.7,10.4,9.5,7.8,10.9,6.2,5.5,,10797128,2483804,2456481,27323,1792880,167550,132157,45493,4028,1443652,740457,227428,88590,276752,80792,66895,"R","R","R",0.417,8.2
309,2006,"AZ",5130632,6.4,6.5,6.2,13.1,8.1,4.7,8.9,6.6,5.7,9.7,42818119,11957872,11800497,157375,8505974,1510920,882016,49788,3662,6059588,3331388,398486,1246282,575514,752507,358599,"R","D","R",0.454,10.1
310,2006,"AR",2673400,8.5,5.7,6.8,14,,5.5,12,7.8,6,10.6,17905845,6426139,6362772,63367,4490336,251920,841720,60319,1389,3334988,970564,182399,139517,224234,230740,193674,"R","R","D",0.46,13.1
311,2006,"CA",33871648,5,4.9,4.7,11.2,8.5,4.2,7.2,5.1,4.7,7,363314311,93910523,92365929,1544594,71185309,11520530,14715283,314745,4199,44630552,28602026,8971863,5248872,5358090,5308098,3715103,"R","R","D",0.466,9.7
312,2006,"CO",4301261,5.8,7,5.2,13.5,,4.6,10,5.8,5.5,5.9,37111809,11135896,10938488,197408,6030656,939586,1528851,52131,1143,3508945,2994649,677394,1055251,469640,699451,92913,"R","R","D",0.45,8.4
313,2006,"CT",3405565,6.2,7,4.6,13.9,,4.3,8.7,6.7,5.5,5.7,31472666,10083447,9929720,153727,6579745,648023,1214481,81682,466,4635093,1695534,648599,259893,93008,311728,382306,"R","R","D",0.48,5.9
314,2006,"DE",783600,8.1,7.5,5.8,13.9,,,12.7,8.5,6.7,,8299296,2675679,2645945,29734,1656111,339544,60712,14208,0,1241647,562405,119926,96151,90969,171758,83601,"R","D","S",0.434,7.6
315,2006,"FL",15982378,7.3,5.4,5.7,12.9,,4.6,10.9,7.2,5.8,9.4,140899505,35947742,35345164,602578,28110161,3917440,6137945,83980,6313,17964483,12149201,1621646,2451130,3308550,2370555,2397320,"R","R","R",0.467,9
316,2006,"GA",8186453,8.1,4.9,5.9,12.7,,5.5,11.2,8.2,6.5,8.2,64350861,21439261,21292049,147212,14420226,1872966,3920659,101056,32570,8492975,4208543,919468,884814,463978,1158377,781906,"R","R","R",0.461,11.1
317,2006,"HI",1211537,5.9,5.7,4.2,21.1,,6.7,12.8,5.8,5.8,5.4,11018210,2944150,2912611,31539,2425698,517047,407814,54868,1543,1444426,909956,173331,228904,122566,201264,183891,"R","R","D",0.438,7.1
318,2006,"ID",1293953,6.8,7.6,6.1,,11,,8.9,6.1,6.5,13.6,9328396,2917686,2875304,42382,2370100,214283,654213,36096,0,1465508,641398,48887,113952,226945,150333,101281,"R","R","R",0.421,9.3
319,2006,"IL",12419293,7.3,6,5.7,13.8,,5.5,10.8,7.1,6.1,8.6,101227579,30027182,29445331,581851,18491618,2578166,2349530,109661,8463,13445798,7050295,2045956,2705332,466228,1270777,562002,"R","D","D",0.462,9.1
320,2006,"IN",6080485,7.9,6.4,6.9,16,,3.3,10.9,7.8,6.7,8.9,44142345,15281474,14881504,399970,10509421,740961,3052267,142767,863,6572563,2979306,822025,480285,353939,1061973,261084,"R","R","S",0.432,9
321,2006,"IA",2926324,5.1,5.7,5,10.4,,7.5,8.2,5.4,4.3,7.2,23103915,7895197,7779453,115744,5924187,444006,1914428,32061,3803,3529889,1233039,181746,339742,273964,272662,164925,"R","D","D",0.424,7.3
322,2006,"KS",2688418,7.2,7.1,6.9,15.7,,4.9,12.4,7.1,6.5,7.9,20224578,6688701,6606433,82268,4158006,397287,852638,49799,2468,2855814,1161407,237451,242157,251876,299827,130096,"R","D","R",0.441,8.6
323,2006,"KY",4041769,7.5,6.2,6.5,12.4,,6.3,9.3,7.1,5.5,11.1,29926922,9263894,9155434,108460,7555275,647703,1172567,53669,153,5681183,1581071,302820,271906,440687,308831,256827,"R","R","S",0.46,13.1
324,2006,"LA",4468976,10,5.1,6.6,14.5,11.1,6.5,13.1,9.3,8.3,11.6,35313026,9280567,9130599,149968,8836421,715209,3122466,405342,31908,4561496,2458173,527323,519136,623576,469995,318143,"R","D","D",0.475,14.4
325,2006,"ME",1274923,6.3,,6.4,11.4,,,9.1,6.3,6.1,10,10693558,3026516,2994144,32372,3131274,495633,120645,18103,309,2496584,711306,222698,67438,176339,127275,117556,"R","D","D",0.428,8.7
326,2006,"MD",5296486,7.9,5.4,5.2,12.8,,5.3,9.2,7.9,7.2,9.5,44280412,14598220,14392122,206098,8551357,1538873,452995,45009,4790,6509690,3804559,964037,1067908,490563,734491,547560,"R","R","D",0.433,5.3
327,2006,"MA",6349097,4.9,5.9,4.2,9.9,,3.5,9.2,5.4,4,6.1,60776536,16397822,16146833,250989,13429756,1030648,1326221,57569,46543,10968775,3686247,1593054,364578,273792,1043446,411377,"R","R","D",0.461,7
328,2006,"MI",9938444,7.3,7.7,5.9,15.4,8.3,4.8,11,7.7,6.6,10.6,76392688,26706782,26335910,370872,16565670,3468030,2990320,185031,0,9922289,4281627,940083,814056,459585,1589777,478126,"R","D","S",0.444,9.6
329,2006,"MN",4919479,5.2,4.3,4.6,10.5,10,5.1,9.1,5.1,4.6,7.1,44581441,13381193,13171507,209686,11412765,931751,1576633,79747,9122,8815512,3056103,798051,862444,528656,544421,322531,"R","R","D",0.43,6.5
330,2006,"MS",2844658,10.5,6.4,6.9,15.1,23.2,,14,10.3,9,9.9,22095952,6478580,6430109,48471,6526443,353874,2331634,86480,2735,3751720,975577,228141,166748,249425,191990,139273,"R","R","D",0.471,16.8
331,2006,"MO",5595211,7.4,5.4,6.3,14.4,,4.5,9.6,7.4,6.5,11.5,39523122,12190137,11933953,256184,9712371,1393628,2304598,16403,0,5997742,2288658,597348,573264,357703,637165,123178,"R","R","R",0.449,10
332,2006,"MT",902195,6,9.5,5.8,,9.9,,10.9,5.8,6.2,,6946605,2186145,2160197,25948,1327801,361403,90952,13674,1494,860278,566827,107247,79396,237681,78989,63514,"R","D","S",0.426,8.6
333,2006,"NE",1711263,5.5,5.3,5.4,12.3,12.4,6.1,9.7,5.9,5.1,8.6,15304612,4373914,4343275,30639,3045076,409482,581717,49798,1578,2002501,806913,166351,205075,241200,120561,73726,"R","R","R",0.43,7.8
334,2006,"NV",1998257,6.6,5.6,5.5,13,,5.3,9.2,5.8,5.7,9.2,18761656,5240381,5129329,111052,2850286,345305,763116,43556,1714,1696595,1267625,222871,634829,155321,218679,35925,"R","R","S",0.434,7.6
335,2006,"NH",1235786,5.9,7.1,5.3,,,,9.4,5.7,4.6,7.7,9027582,3170871,3137023,33848,1677351,125043,54845,25458,348,1471657,557711,172665,86210,79217,104724,114895,"R","D","D",0.417,4.9
336,2006,"NJ",8414350,5.4,5.1,3.5,11.7,,3.8,8.5,5.9,4.2,5.6,84764121,29639972,29259875,380097,15448620,1165312,1749946,81774,12945,12438643,4795822,1047917,1013205,488298,1145891,1100511,"R","D","D",0.458,6.4
337,2006,"NM",1819046,5.7,5.5,6.2,9.6,7.3,,7.8,6,4.8,6.7,16248010,5268227,5216104,52123,3954898,391731,833062,18507,2602,2708996,1024433,186345,290960,282699,129802,134627,"R","D","D",0.457,13.8
338,2006,"NY",18976457,5.6,5.1,4.5,11.2,8.1,3.3,8.9,5.8,4.9,7,238559375,58262704,57189916,1072788,59481095,5194471,10788402,312678,9426,43176118,13074183,4505058,2119950,549306,3401196,2498673,"R","R","S",0.495,10.9
339,2006,"NC",8049313,8.1,6.3,6.4,15.2,12.7,5.9,12.2,8.6,6.8,10.8,63276403,20141962,19934713,207249,16389944,3050394,4358535,161045,6283,8813687,4246805,819461,802623,627360,1334008,663353,"R","D","D",0.458,10.7
340,2006,"ND",642200,5.9,,6,,11.7,,10,5.7,6.9,,4925745,1676217,1665336,10881,836926,78697,22622,6317,343,728947,414170,53458,93260,195714,32824,38914,"R","R","R",0.434,7
341,2006,"OH",11353140,7.8,6.6,6.4,15.3,,5.1,11.2,8,6.4,9.4,97552609,29263526,28757636,505890,24193160,3986117,3289990,269076,1617,16646360,5995039,1870129,911037,417604,2283605,512664,"R","R","R",0.449,9.8
342,2006,"OK",3450654,8,5.1,7.8,13.9,8.6,6.4,10.1,8.2,6.7,11.1,24002023,8113665,8028630,85035,5530533,572414,837004,44841,6503,4069771,1279520,222349,318328,221099,343507,174237,"R","D","S",0.46,12.8
343,2006,"OR",3421399,5.4,5.6,5.6,8.9,9.2,5.4,9.2,5.5,4.8,9.5,30614233,8475947,8338220,137727,6218932,894114,1352159,73039,22643,3876977,2165818,500140,457788,424081,641015,142794,"R","D","D",0.444,9.2
344,2006,"PA",12281054,7.6,7.9,5.7,14.5,,4.4,11.6,8,5.8,8.4,104316188,31647822,31435084,212738,26466508,3771862,2253238,187454,2152,20251802,5780671,1871838,867174,640660,1733012,667987,"R","D","R",0.455,8.2
345,2006,"RI",1048319,6.2,8.7,4,11.7,,6.4,8.6,6.5,6.6,,9587306,2749701,2710289,39412,2384210,162046,114891,36249,209,2070815,543139,211611,59718,48104,117731,105975,"R","R","D",0.442,7.8
346,2006,"SC",4012012,8.3,6.7,6.1,14,,4.8,12.6,8.7,6.8,11.7,34241052,10653264,10568637,84627,9563630,985493,3733631,78367,0,4766139,1562185,371380,313076,233120,339587,305022,"R","R","R",0.462,11.9
347,2006,"SD",754844,6.9,,5.7,,11.2,,8.8,6.9,5.7,,5209772,1560717,1538792,21925,979456,122315,85562,21419,1657,748503,436136,93015,106340,139752,62769,34260,"R","R","R",0.439,8.4
348,2006,"TN",5689283,8.7,6.3,6.9,15.3,,7.6,12.4,8.4,7,7.2,44410146,11040485,10931278,109207,11816052,1437804,2667273,114554,3484,7592937,2227035,515637,488632,268708,597760,356298,"R","D","S",0.468,12.4
349,2006,"TX",20851820,6.2,5.6,5.7,12.3,5.2,4.3,8.1,6.1,5.7,9.7,161086427,56436687,56038126,398561,32636403,2427587,8874181,295035,680513,20359087,8330470,1932442,1640841,1259720,2459841,1037626,"R","R","R",0.474,13.3
350,2006,"UT",2233169,5.1,4.9,4.7,9.1,5,7.5,8.3,4.4,5,8.8,18507509,6029636,5939169,90467,3384554,445371,702004,17374,0,2219805,1326687,264151,380357,215617,320665,145897,"R","R","R",0.41,7.8
351,2006,"VT",608827,5.7,,5.6,,,,10,5.7,4.5,,5371822,2045117,2029094,16023,1275787,140252,5363,15408,574,1114190,323326,110088,35620,72560,69156,35902,"R","R","D",0.42,6.7
352,2006,"VA",7078515,7.1,5.6,5.6,14.2,,4.6,11.9,7.6,6.2,8,55853093,19537238,19242597,294641,11738248,1674385,2626634,148557,18366,7270306,3809313,976785,972706,249887,950119,659816,"R","D","R",0.456,6.8
353,2006,"WA",5894121,4.7,4.5,4.3,7.8,11,3.9,9,4.6,4.1,6.9,56510914,15659510,15350347,309163,12066852,2101105,3128792,124867,6261,6705827,3892372,796667,832052,713251,985912,564490,"R","D","D",0.443,8
354,2006,"WV",1808344,7.1,,7.2,15.3,,,10.5,7.3,6.6,,12377056,4314789,4280464,34325,2989938,313028,288288,25928,14936,2347758,702860,124575,134950,159900,219628,63807,"R","D","D",0.447,12.7
355,2006,"WI",5363675,6.4,6.2,5.3,15.5,9.6,5.9,10.5,6.5,5.4,5.4,45311450,14571209,14337163,234046,9948011,1509580,1121839,90858,22980,7202754,2936716,440884,624704,696829,823161,351138,"R","D","S",0.424,7.3
356,2006,"WY",493782,6.8,6.4,6.5,,12.3,,11.7,6.5,5.9,,5973697,1726435,1692980,33455,1511270,238911,659849,26864,0,585646,444385,16132,110408,211403,61112,45330,"R","D","R",0.413,6.3
357,2006,"DC",572059,11.9,5.7,4.2,18.6,,,14.5,14.9,9.7,14.5,10148361,1538710,1502731,35979,2515108,507701,161498,5056,0,1840853,1425841,559981,332182,301,237073,296304,"R",,,0.537,16.3
358,2007,"AL",4447100,9.9,7.5,7.7,13.7,,4.9,12.3,9.2,8.4,10.9,35780780,12128186,12029273,98913,9370369,884545,3640757,79285,7704,4758078,1689704,449271,421382,275006,297724,246321,"R","R","D",0.472,12.6
359,2007,"AK",626932,6.6,6.4,4.1,9.3,11.9,6.1,9.5,6.9,4.8,,11658984,2636450,2604454,31996,1874894,183834,228573,31231,4344,1426912,830973,266139,122037,277032,88850,76915,"R","R","R",0.417,8.2
360,2007,"AZ",5130632,6.9,6.1,6,14.9,7.9,6.6,8.6,6.3,5.9,9.4,47132004,13158882,12972448,186434,9278907,1618056,1022227,53177,5458,6579989,3688690,475445,1028386,621993,1203066,359800,"R","D","R",0.454,10.1
361,2007,"AR",2673400,7.8,5.7,6.7,13.5,,,11.5,7.7,6.2,6.2,19079469,6843470,6777185,66285,4879844,270462,918760,50975,1339,3638308,1072583,167511,203900,228487,292021,180664,"R","D","D",0.46,13.1
362,2007,"CA",33871648,5.2,4.9,4.5,10.7,8,4.2,6.9,5.1,4.6,7.1,390080247,99844529,98461831,1382698,75837427,12507024,17171991,342246,4491,45811675,29960819,8667980,5515069,6105319,6144505,3527946,"R","R","D",0.466,9.7
363,2007,"CO",4301261,6.1,7,5.1,12,,4.9,9.6,5.8,5.5,6.1,40319496,11757278,11545553,211725,6677026,1051157,1787755,54138,1300,3782676,3057339,691938,1071839,346511,809114,137937,"R","D","D",0.45,8.4
364,2007,"CT",3405565,6.7,6.4,4.8,13.1,,5.8,8.1,6.4,5.9,6,32738862,10827574,10674049,153525,6823758,685340,1284057,81597,3638,4769126,1808692,679637,251005,106355,403873,367822,"R","R","D",0.48,5.9
365,2007,"DE",783600,7.6,7.1,5.9,13.5,,,11.6,8.6,6.3,,8705975,2754121,2710086,44035,1781452,388637,63212,13792,0,1315811,658078,116404,95039,129779,189946,126910,"R","D","S",0.434,7.6
366,2007,"FL",15982378,7.1,5.4,5.7,12.8,,5.3,10.7,7.1,6,8.9,148866854,40076575,39514646,561929,29405574,4171402,6590830,72940,6763,18563639,14873896,2135603,3155402,4694226,2450201,2438464,"R","R","R",0.467,9
367,2007,"GA",8186453,8,5.1,5.9,12.7,,4.2,11.1,8.2,6.4,9.7,73573108,23414960,23257533,157427,16268565,1956489,4772386,99221,50126,9390343,4738092,1066380,981053,479060,1467415,744184,"R","R","R",0.461,11.1
368,2007,"HI",1211537,6.6,5,4.6,18.5,,6.3,10.7,5.5,5.8,5.2,12330507,3271624,3240304,31320,2727548,650126,506221,51367,1574,1518260,1099630,215052,252908,151379,262541,217750,"R","R","D",0.438,7.1
369,2007,"ID",1293953,6.8,7.9,5.9,,11,,10,6,5.8,15.3,9931859,3011075,2970021,41054,2491871,202245,742432,34547,0,1512647,780409,83973,121509,230689,209752,134486,"R","R","R",0.421,9.3
370,2007,"IL",12419293,6.8,5.9,5.7,13.4,,5.3,10.3,7.2,5.9,9.9,109383646,31324844,30630820,694024,19842610,2764564,2413925,108298,9010,14546813,7260551,1897318,2818548,564319,1455894,524472,"R","D","D",0.462,9.1
